rpt_rec_num,Provider CCN,Facility Name,Street Address,City,State Code,Zip Code,County,Medicare CBSA Number,Rural versus Urban,Fiscal Year Begin Date,Fiscal Year End Date,Type of Control,Number of Beds,Total Bed Days Available,Total Days Title XVIII,Total Days Total,Total Discharges Title XVIII,Total Discharges Total,Inpatient Revenue,Outpatient Revenue,Total Patient Revenue,Less Contractual Allowance and Discounts on Patients' Accounts,Net Patient Revenue,Less Total Operating Expense,Net Income from Service to Patients,Net Income,DRG Amounts Other Than Outlier Payments,Total IME Payment,Allowable DSH Percentage,Cost To Charge Ratio
701001,784243,"HILL, WILLIAMS AND SMITH MEDICAL CENTER",0663 GLENN TRAIL SUITE 807,LAKE DAVIDFORT,CO,20293,CINDYLAND COUNTY,41795,R,01/01/2022,12/28/2023,Voluntary Non-profit - Other,461,168265,49747,89301,10893,19555,1278874482.23,1510041746.49,2788916228.7200003,944486508.64,1844429720.0800004,1765757816.1,78671903.98,78671903.98,138142636.13,7276089.72,0.2462,0.2018
701002,474181,GUZMAN AND SONS MEDICAL CENTER,961 JULIA RIDGES APT. 199,SCOTTTOWN,NJ,80709,NORTH MATTHEW COUNTY,18844,R,06/01/2022,05/28/2023,Proprietary - Corporation,598,218270,115914,186988,27447,44278,3518626756.84,2947285888.61,6465912645.450001,3028853992.96,3437058652.4900007,3026795772.7,410262879.79,410262879.79,214551304.09,4701883.68,0.3105,0.7006
701003,188158,MARTIN LTD MEDICAL CENTER,3601 SIERRA FORDS,SOUTH JESSICAFORT,GA,32054,SOUTH COREYBERG COUNTY,17759,R,03/01/2022,02/28/2023,Government - State,149,54385,13215,36567,1766,4889,314801689.81,318180986.96,632982676.77,277165079.35,355817597.41999996,303163258.13,52654339.29,52654339.29,32001567.39,0,0.3229,0.6388
701004,765227,HALL LLC MEDICAL CENTER,187 CODY PARKWAY APT. 733,LAKE DARRELL,MO,46795,HARMONMOUTH COUNTY,20259,R,06/01/2022,05/28/2023,Voluntary Non-profit - Other,738,269370,134123,218712,28727,46846,2004201307.75,1981433388.0,3985634695.75,2031407820.79,1954226874.96,1733544729.68,220682145.28,220682145.28,357131045.35,17244476.17,0.1956,0.5595
701005,153414,EVERETT-MCINTOSH MEDICAL CENTER,5459 CRUZ ESTATE SUITE 000,NORTH ADAMTON,CO,65053,STEVENSVILLE COUNTY,16614,R,02/01/2022,01/28/2023,Voluntary Non-profit - Church,659,240535,73147,175565,15723,37740,2253865136.18,1429554412.96,3683419549.14,1165763990.92,2517655558.22,1893024349.07,624631209.15,624631209.15,178317825.17,5295549.66,0.0562,0.3836
701006,737891,JONES-OBRIEN MEDICAL CENTER,535 NICHOLS PLAINS SUITE 349,NEW MARIAMOUTH,MO,59927,LAKE GARYTON COUNTY,27011,R,03/01/2022,02/28/2023,Proprietary - Corporation,756,275940,94539,202683,18322,39282,2863440392.3,1706766314.36,4570206706.66,2133997012.28,2436209694.38,2239507837.83,196701856.55,196701856.55,101874995.52,6352997.3,0.3781,0.453
701007,857096,DANIELS-WRIGHT MEDICAL CENTER,50530 MUNOZ TUNNEL,REESESIDE,TX,09729,NORTH JAMESCHESTER COUNTY,46882,U,02/01/2022,01/28/2023,Government - State,459,167535,55301,143016,9602,24832,1502071136.2,986502181.71,2488573317.91,1222460857.73,1266112460.1799998,1155772236.33,110340223.85,110340223.85,145134931.11,9119851.47,0.0894,0.2332
701008,648578,HUNTER AND SONS MEDICAL CENTER,372 SMITH DRIVE,DANIELSTOWN,MO,90273,WEST WANDAVILLE COUNTY,40707,R,03/01/2022,02/28/2023,Voluntary Non-profit - Church,290,105850,37240,61430,5900,9734,746664933.11,783758159.69,1530423092.8000002,635837145.61,894585947.1900002,724554690.63,170031256.56,170031256.56,64304177.3,7456644.93,0.4463,0.3734
701009,228973,"WILSON, CARROLL AND BOONE MEDICAL CENTER",406 LARRY BRIDGE APT. 514,NEW CATHY,NY,31966,LAKE COURTNEY COUNTY,30843,R,02/01/2022,01/28/2023,Voluntary Non-profit - Other,129,47085,10270,24985,1481,3605,193646488.94,133484986.47,327131475.40999997,164016276.73,163115198.67999998,154268598.84,8846599.84,8846599.84,18631766.57,0,0.3391,0.4662
701010,674046,HENRY GROUP MEDICAL CENTER,1003 WATSON RAPID,PORT JUSTINVILLE,GA,51128,LAKE KARA COUNTY,46372,U,02/01/2022,01/28/2023,Proprietary - Individual,477,174105,41153,110667,7920,21299,1771950373.23,1709121018.53,3481071391.76,1628896815.16,1852174576.6000001,1422932173.31,429242403.29,429242403.29,95816838.89,10451955.12,0.2111,0.7184
701011,633266,"THOMAS, MACK AND MASON MEDICAL CENTER",788 DENNIS PATH,VERONICALAND,NY,22740,JEFFREYSHIRE COUNTY,33470,U,04/01/2022,03/28/2023,Voluntary Non-profit - Other,451,164615,44209,113116,7797,19951,1729997802.69,1637536536.77,3367534339.46,1131337338.44,2236197001.02,2214099735.81,22097265.21,22097265.21,57280144.9,5229888.07,0.4183,0.2977
701012,405255,"WRIGHT, GROSS AND CAMERON MEDICAL CENTER",180 SMITH FERRY SUITE 326,CAROLSIDE,PA,66198,LAKE RALPH COUNTY,10394,R,03/01/2022,02/28/2023,Voluntary Non-profit - Church,466,170090,81910,136343,13201,21975,1083271838.63,1015521354.93,2098793193.56,645488856.11,1453304337.4499998,1268461728.24,184842609.21,184842609.21,179456993.75,7703628.95,0.3276,0.5511
701013,178760,"WALKER, HOLLOWAY AND PAYNE MEDICAL CENTER",19869 MARY TRAIL SUITE 675,KAYLEEBURY,VA,46585,WEST PATRICKSHIRE COUNTY,42780,U,04/01/2022,03/28/2023,Proprietary - Corporation,173,63145,23294,44514,3503,6694,613762606.83,406247939.89,1020010546.72,523712792.05,496297754.67,378609885.29,117687869.38,117687869.38,50008758.45,0,0.1787,0.4499
701014,331977,MYERS-KING MEDICAL CENTER,7483 BERRY STRAVENUE SUITE 706,NORTH JACOB,MN,91840,SANDRAMOUTH COUNTY,21538,R,02/01/2022,01/28/2023,Government - Local,377,137605,40983,85222,9201,19133,1382238812.33,583438854.5,1965677666.83,998158129.69,967519537.1399999,753117860.87,214401676.27,214401676.27,68221870.76,8790260.85,0.2322,0.2595
701015,245734,MCCLURE-HANEY MEDICAL CENTER,3793 DAVIS GARDENS SUITE 044,GARDNERFURT,CO,17224,PORT ASHLEYBURY COUNTY,27577,U,03/01/2022,02/28/2023,Proprietary - Corporation,133,48545,23827,39661,3433,5715,389455302.45,308478432.65,697933735.0999999,315247470.33,382686264.7699999,327918882.95,54767381.82,54767381.82,28579718.89,0,0.4032,0.4916
701016,112567,MOONEY-THOMPSON MEDICAL CENTER,6251 CERVANTES CENTERS APT. 054,ANNASTAD,IN,06824,GLORIASHIRE COUNTY,27441,R,05/01/2022,04/28/2023,Government - Local,58,21170,8912,14102,1280,2026,185505121.07,75369042.95,260874164.01999998,116383408.61,144490755.40999997,131849347.34,12641408.07,12641408.07,24867273.3,0,0.4436,0.3947
701017,971176,CLARKE-HOFFMAN MEDICAL CENTER,30407 ANTONIO OVAL APT. 548,LAKE PETERSHIRE,OH,57780,STEPHANIESHIRE COUNTY,12156,R,03/01/2022,02/28/2023,Government - State,104,37960,10604,20635,1500,2920,153867721.35,170305480.67,324173202.02,158802176.37,165371025.64999998,152916218.87,12454806.78,12454806.78,18522342.12,0,0.3614,0.2871
701018,821532,"ROBERTS, SHAW AND WALKER MEDICAL CENTER",6489 SARAH CENTER SUITE 695,STEINTON,GA,41869,TAYLORMOUTH COUNTY,36063,R,02/01/2022,01/28/2023,Proprietary - Individual,448,163520,56015,138289,7752,19139,899697673.4,521016188.23,1420713861.63,466396372.33,954317489.3000002,794902935.61,159414553.69,159414553.69,154595072.72,21498666.81,0.0521,0.2129
701019,257350,"RAMIREZ, PATTERSON AND HUGHES MEDICAL CENTER",05435 SEAN LOOP SUITE 693,STACEYBERG,MO,82849,LAKE KAYLA COUNTY,24562,R,05/01/2022,04/28/2023,Government - Local,655,239075,114441,192246,19025,31960,842845272.92,744146841.33,1586992114.25,768961198.96,818030915.29,667493955.58,150536959.71,150536959.71,142175374.88,18760505.4,0.114,0.2058
701020,857121,JOHNSON-GALLOWAY MEDICAL CENTER,47823 NATHAN RIDGE,OSBORNEBERG,TX,06548,ANTHONYVILLE COUNTY,11533,U,06/01/2022,05/28/2023,Government - Local,464,169360,55118,91997,8387,14000,739862373.93,678235777.39,1418098151.32,717579929.84,700518221.4799999,577858831.02,122659390.46,122659390.46,71117491.87,5945618.36,0.2994,0.1803
701021,153718,BARNES GROUP MEDICAL CENTER,7320 MELISSA CRESCENT APT. 092,EAST LINDAFORT,TN,89060,SAMANTHASIDE COUNTY,22200,U,05/01/2022,04/28/2023,Proprietary - Individual,470,171550,38369,109367,5753,16399,1549971700.4,1554357937.39,3104329637.79,1588242972.11,1516086665.68,1118251840.89,397834824.79,397834824.79,42061525.28,6089582.19,0.3878,0.5994
701022,576429,WRIGHT INC MEDICAL CENTER,012 RAMSEY STREAM,SOUTH AMYTOWN,MI,82659,KHANMOUTH COUNTY,32547,U,02/01/2022,01/28/2023,Voluntary Non-profit - Church,268,97820,32324,74507,5397,12440,1099297545.44,953998183.77,2053295729.21,704974821.26,1348320907.95,1113423807.8,234897100.15,234897100.15,87891171.08,4553483.98,0.0769,0.5138
701023,475035,"MENDEZ, CARDENAS AND RAMSEY MEDICAL CENTER",2268 GUTIERREZ CIRCLES,LAKE MARKMOUTH,IN,16547,EAST JOHNNY COUNTY,35828,R,02/01/2022,01/28/2023,Government - State,370,135050,50151,85167,7770,13196,271455563.89,294326497.55,565782061.44,251899648.38,313882413.06000006,289600664.92,24281748.14,24281748.14,104574117.83,12356152.7,0.1482,0.4104
701024,606129,"ALVARADO, ROY AND PERRY MEDICAL CENTER",6080 RICHARD ISLE,PORT WHITNEY,AL,12405,LAKE WILLIAMFORT COUNTY,49396,U,05/01/2022,04/28/2023,Voluntary Non-profit - Other,575,209875,57806,111316,8700,16755,1591494350.53,930058387.78,2521552738.31,836099990.95,1685452747.36,1414393015.98,271059731.38,271059731.38,115704276.17,8997515.38,0.1833,0.6937
701025,368342,PARK-ALLISON MEDICAL CENTER,8808 TRACEY TURNPIKE APT. 484,LAKE JANET,CO,32880,NEW TAYLORSTAD COUNTY,32406,U,05/01/2022,04/28/2023,Voluntary Non-profit - Church,171,62415,19140,38364,3943,7904,435086769.5,281584678.64,716671448.14,281597279.47,435074168.66999996,375413037.37,59661131.3,59661131.3,48754020.93,0,0.3064,0.4964
701026,233324,PATTERSON GROUP MEDICAL CENTER,978 ROSS DRIVE APT. 401,LAKE MIGUELHAVEN,GA,66156,DONALDLAND COUNTY,11664,U,04/01/2022,03/28/2023,Proprietary - Corporation,430,156950,61100,108934,13489,24049,1122439747.99,1097788388.91,2220228136.9,737176151.8,1483051985.1000001,1291182354.72,191869630.38,191869630.38,154020230.81,15685757.74,0.2095,0.2451
701027,551162,STEWART-DIXON MEDICAL CENTER,0575 ATKINSON STATION,NGUYENSHIRE,IN,41471,TRACYVILLE COUNTY,30827,U,03/01/2022,02/28/2023,Proprietary - Individual,52,18980,5227,9902,819,1552,133022978.89,149239624.91,282262603.8,106935543.63,175327060.17000002,126625289.93,48701770.24,48701770.24,8218320.44,0,0.1421,0.2933
701028,423151,"SIMMONS, MARTIN AND PARKER MEDICAL CENTER",3725 MELISSA SPURS,NORTH LATASHA,FL,34379,WEST MICHAELFURT COUNTY,20048,U,06/01/2022,05/28/2023,Government - State,127,46355,13209,34624,2650,6946,574999247.63,468014760.6,1043014008.23,428057277.07,614956731.1600001,530726668.51,84230062.65,84230062.65,36328277.27,0,0.1997,0.4744
701029,364841,COLEMAN-HOUSTON MEDICAL CENTER,345 STEVEN SQUARES SUITE 582,EAST SUSAN,MA,73224,JASONMOUTH COUNTY,21151,U,02/01/2022,01/28/2023,Government - State,668,243820,90466,202658,12435,27857,2198577602.03,1918392212.38,4116969814.4100003,1992565808.34,2124404006.0700004,1891769742.21,232634263.86,232634263.86,155574553.08,15934903.46,0.3818,0.7125
701030,774147,FREY-DELEON MEDICAL CENTER,856 ROBERT FALL,EAST MORGAN,NJ,60504,PORT VICTORIAMOUTH COUNTY,45486,R,05/01/2022,04/28/2023,Proprietary - Individual,387,141255,48147,78701,6585,10764,331278730.59,256348768.28,587627498.87,256044242.74,331583256.13,263229354.08,68353902.05,68353902.05,101562516.53,12403760.97,0.1937,0.5577
701031,207419,BLEVINS-CARPENTER MEDICAL CENTER,9402 CHRISTIAN REST,LAKE JAMIEBERG,OH,70337,NORTH KIMBERLYTOWN COUNTY,21060,U,03/01/2022,02/28/2023,Voluntary Non-profit - Other,163,59495,16192,40323,2437,6071,233682883.62,183628948.45,417311832.07,193889561.04,223422271.03,209491796.5,13930474.53,13930474.53,34189911.83,0,0.1776,0.2732
701032,921208,FERNANDEZ-MORRIS MEDICAL CENTER,6427 PEREZ SKYWAY APT. 885,WEST MICHAEL,MO,16083,BENNETTTOWN COUNTY,15940,R,02/01/2022,01/28/2023,Voluntary Non-profit - Other,33,12045,5002,9809,932,1828,144919653.77,166231678.67,311151332.44,124906646.37,186244686.07,173859775.57,12384910.5,12384910.5,6295195.05,0,0.3542,0.3127
701033,166919,PITTMAN PLC MEDICAL CENTER,427 PIERCE JUNCTIONS APT. 848,JOELFORT,MA,74472,JAREDBOROUGH COUNTY,38200,R,03/01/2022,02/28/2023,Voluntary Non-profit - Other,114,41610,13730,26302,2228,4269,335887898.11,297055101.63,632942999.74,293546978.13,339396021.61,289131644.03,50264377.58,50264377.58,22752719.53,0,0.1549,0.216
701034,387263,KING AND SONS MEDICAL CENTER,7571 MARC PASS APT. 950,LAKE JENNIFER,MI,45469,JOSEPHMOUTH COUNTY,10379,U,05/01/2022,04/28/2023,Proprietary - Corporation,687,250755,75865,134239,12181,21554,470792669.92,474656260.42,945448930.34,419524247.64,525924682.70000005,442715005.45,83209677.25,83209677.25,91387888.93,11763998.31,0.0875,0.7011
701035,776799,JOHNSON-CLARK MEDICAL CENTER,661 PAMELA LAKES APT. 103,WEST JANETBURGH,PA,92629,SOUTH EMILYSTAD COUNTY,10676,U,06/01/2022,05/28/2023,Government - State,172,62780,24068,43942,4577,8358,331277423.89,161901181.67,493178605.55999994,232421186.88,260757418.67999995,229213025.58,31544393.1,31544393.1,27596809.04,0,0.1626,0.3558
701036,462526,DIAZ LTD MEDICAL CENTER,364 LESLIE LOOP,NORTH CHARLESBERG,NY,89321,LAKE MICHAEL COUNTY,38526,R,03/01/2022,02/28/2023,Voluntary Non-profit - Other,202,73730,21033,44087,3710,7778,394904813.02,204280511.3,599185324.3199999,213149902.73,386035421.5899999,356788088.36,29247333.23,29247333.23,23512070.7,2435352.92,0.367,0.6869
701037,365112,BLACK-BROOKS MEDICAL CENTER,097 KOCH PORT APT. 608,SIMPSONSTAD,CO,41818,TAMMYTOWN COUNTY,49610,R,06/01/2022,05/28/2023,Voluntary Non-profit - Other,423,154395,62802,101298,12195,19671,1740593851.96,970036291.17,2710630143.13,934270936.61,1776359206.52,1593265813.33,183093393.19,183093393.19,106664436.84,14870754.1,0.0627,0.5168
701038,315702,WILSON-RASMUSSEN MEDICAL CENTER,131 BROOKS TRAIL SUITE 917,WOODSBOROUGH,AZ,36098,WEST CYNTHIAVILLE COUNTY,46723,R,01/01/2022,12/28/2023,Proprietary - Corporation,309,112785,57697,97355,10012,16895,1420747787.9,682057566.23,2102805354.13,920229160.23,1182576193.9,958091194.32,224484999.58,224484999.58,113824680.4,4828058.01,0.3289,0.3461
701039,787057,BURTON AND SONS MEDICAL CENTER,045 JAMES VIADUCT SUITE 667,RICHARDSMOUTH,MA,15917,ANTHONYTON COUNTY,24771,U,03/01/2022,02/28/2023,Voluntary Non-profit - Other,104,37960,12461,31117,2449,6117,311886557.77,208400381.03,520286938.79999995,181628348.86,338658589.93999994,309292989.18,29365600.76,29365600.76,11470132.56,0,0.1936,0.4057
701040,715389,KELLEY-MCKEE MEDICAL CENTER,8101 PETTY MEADOW SUITE 122,LAKE GARRETTBURGH,TX,50487,WHEELERBOROUGH COUNTY,21428,U,03/01/2022,02/28/2023,Proprietary - Corporation,67,24455,7547,15395,1555,3172,163066985.17,157339787.41,320406772.58,101186002.86,219220769.71999997,185557666.57,33663103.15,33663103.15,19330539.79,0,0.3003,0.5721
701041,689277,"GRAY, LYNCH AND WALTERS MEDICAL CENTER",006 STEFANIE PORT,ANDREWHAVEN,IN,60094,WILLIAMVIEW COUNTY,44245,R,02/01/2022,01/28/2023,Proprietary - Individual,353,128845,56397,106205,8107,15267,313013291.53,320779158.63,633792450.16,265710447.92,368082002.24,292133588.13,75948414.11,75948414.11,120144359.51,8815409.33,0.0875,0.2946
701042,575864,BAILEY INC MEDICAL CENTER,434 LONG PORTS APT. 338,WATKINSVIEW,AZ,05987,MULLINSVIEW COUNTY,15710,U,01/01/2022,12/28/2023,Proprietary - Individual,430,156950,47272,126159,7073,18877,1565461750.8,1832240056.98,3397701807.7799997,1317800945.11,2079900862.6699998,1865227722.49,214673140.18,214673140.18,121299683.12,14331847.12,0.2117,0.6209
701043,406952,MOSS-BROWN MEDICAL CENTER,1625 MORGAN BRANCH APT. 015,PEREZHAVEN,VA,70983,WEST WILLIAM COUNTY,36994,U,03/01/2022,02/28/2023,Voluntary Non-profit - Church,609,222285,43600,118497,7656,20809,1855886381.04,990207676.49,2846094057.5299997,1453730267.34,1392363790.1899998,1130242748.52,262121041.67,262121041.67,93070432.61,11995999.84,0.204,0.3622
701044,273998,BROOKS-CAMPBELL MEDICAL CENTER,837 DIANE COURSE SUITE 753,WEST TIMOTHYMOUTH,AZ,15001,GERALDVIEW COUNTY,22019,U,05/01/2022,04/28/2023,Proprietary - Corporation,258,94170,36192,74893,5013,10374,659732355.15,393542027.91,1053274383.06,323105023.79,730169359.27,619560841.36,110608517.91,110608517.91,64961241.01,7983060.95,0.4119,0.6594
701045,837794,STEVENS LTD MEDICAL CENTER,343 MICHELLE MOUNTAIN,NORTH KIMBERLYBURGH,OH,38328,JASONSHIRE COUNTY,23392,R,02/01/2022,01/28/2023,Government - Local,613,223745,100480,172401,16135,27685,2142112938.29,1631642218.77,3773755157.06,1742571752.47,2031183404.59,1748087135.47,283096269.12,283096269.12,244753455.56,6380675.63,0.2383,0.6191
701046,988461,BROWNING-MILLER MEDICAL CENTER,128 LISA CIRCLES,NEW JOSEPH,PA,64095,DAVIESTON COUNTY,13845,R,01/01/2022,12/28/2023,Government - Local,735,268275,123378,204153,18429,30495,2867465566.58,1202203049.92,4069668616.5,2079432401.15,1990236215.35,1908742940.55,81493274.8,81493274.8,260317856.67,24529809.23,0.1056,0.6425
701047,704140,STEWART LTD MEDICAL CENTER,413 ELIZABETH COURSE,NORTH RYANTOWN,NJ,60297,SOUTH JOHNATHAN COUNTY,48025,U,01/01/2022,12/28/2023,Voluntary Non-profit - Other,741,270465,113651,221318,20570,40058,2952002769.99,1251034087.69,4203036857.68,1671499588.71,2531537268.97,1935327537.39,596209731.58,596209731.58,227071609.53,32943651.7,0.4085,0.594
701048,787928,CRUZ PLC MEDICAL CENTER,916 WHITE CRESCENT APT. 796,ARELLANOCHESTER,PA,36597,ANGELVILLE COUNTY,30182,U,01/01/2022,12/28/2023,Proprietary - Individual,655,239075,85470,131786,12397,19115,1713614488.48,1357920298.94,3071534787.42,1352897645.86,1718637141.5600002,1457335815.31,261301326.25,261301326.25,207532900.55,16659614.8,0.233,0.2727
701049,466878,SIMMONS INC MEDICAL CENTER,40728 DENNIS CIRCLE,WEST RACHELTON,TX,10081,WEST AMBERBOROUGH COUNTY,47065,U,01/01/2022,12/28/2023,Proprietary - Corporation,323,117895,28236,68557,4347,10555,625260174.9,727142896.15,1352403071.05,484977659.85,867425411.1999999,763446922.8,103978488.4,103978488.4,62273565.34,6424475.78,0.3269,0.4228
701050,163403,EVANS-HENRY MEDICAL CENTER,2372 SUMMERS HILLS APT. 840,PORT MICHAELSIDE,NC,40038,NORTH RACHAEL COUNTY,14937,U,02/01/2022,01/28/2023,Government - Local,638,232870,73523,137406,10648,19901,1031221435.62,414131729.91,1445353165.53,526998725.97,918354439.56,792674852.85,125679586.71,125679586.71,193636002.16,22563413.72,0.1612,0.4709
701051,935138,"NGUYEN, MORRIS AND ROBINSON MEDICAL CENTER",82385 FUENTES HARBORS APT. 150,ANTHONYLAND,NJ,19860,NORTH ANNE COUNTY,48071,R,04/01/2022,03/28/2023,Government - Local,507,185055,83213,132458,15198,24193,1137595933.08,1038300283.89,2175896216.97,1013599736.43,1162296480.54,1023768100.89,138528379.65,138528379.65,194356440.0,26700922.85,0.0707,0.4559
701052,762074,MARTIN PLC MEDICAL CENTER,299 DAVID PINES,LOGANFURT,MN,18411,SOUTH KIMBERLYBURY COUNTY,39770,R,01/01/2022,12/28/2023,Proprietary - Corporation,26,9490,2749,5673,631,1303,71206939.68,81854698.64,153061638.32,83316291.68,69745346.63999999,55418235.56,14327111.08,14327111.08,2636474.83,0,0.3016,0.2611
701053,824012,WELCH-GOMEZ MEDICAL CENTER,02516 TONYA CLIFFS,NORTH SHELBYHAVEN,GA,24457,ASHLEYMOUTH COUNTY,40600,R,03/01/2022,02/28/2023,Voluntary Non-profit - Church,640,233600,106953,207644,16844,32703,2528607556.78,2696352506.49,5224960063.27,2667926402.81,2557033660.4600005,2219685691.11,337347969.35,337347969.35,126191685.61,10851665.51,0.2818,0.2206
701054,402966,JONES-COOPER MEDICAL CENTER,94748 AYALA TERRACE APT. 397,SOUTH JASON,TN,21740,NEW KIMBERLYBURY COUNTY,39903,U,01/01/2022,12/28/2023,Government - Local,27,9855,3561,6750,778,1476,94741106.22,105681525.32,200422631.54,103146483.26,97276148.27999999,75946887.46,21329260.82,21329260.82,3428808.08,0,0.1034,0.589
701055,321179,"SMITH, SMITH AND ADAMS MEDICAL CENTER",8101 COX MOUNT APT. 250,WILLIAMSTAD,GA,36533,SOUTH TAMI COUNTY,29348,R,01/01/2022,12/28/2023,Proprietary - Individual,456,166440,61532,99181,12128,19550,757326130.18,500479622.55,1257805752.73,564396973.01,693408779.72,592219078.8,101189700.92,101189700.92,134932718.79,18048039.54,0.41,0.2676
701056,887172,"MORA, MITCHELL AND HALL MEDICAL CENTER",41331 RICHARD STATION,SOUTH JOHNATHANFURT,MO,82339,SOUTH ANGELALAND COUNTY,39416,U,02/01/2022,01/28/2023,Voluntary Non-profit - Other,245,89425,21591,60724,4800,13502,1205790492.32,1405300023.92,2611090516.24,1082642563.13,1528447953.1099997,1291343244.48,237104708.63,237104708.63,36049007.21,4546757.15,0.3317,0.6759
701057,961266,GALLOWAY INC MEDICAL CENTER,66246 NATHAN CRESCENT,BARRHAVEN,MI,53200,SOUTH KARENBURGH COUNTY,25929,U,03/01/2022,02/28/2023,Government - Local,273,99645,25890,66405,3850,9875,702185041.13,304483521.38,1006668562.51,391307122.02,615361440.49,518739593.39,96621847.1,96621847.1,49509397.58,3819650.3,0.1969,0.3269
701058,699666,"ROSS, HERRERA AND CAMPBELL MEDICAL CENTER",0994 NGUYEN PRAIRIE APT. 350,FARRELLBURGH,PA,72190,EAST CARLOSVILLE COUNTY,36722,R,04/01/2022,03/28/2023,Government - State,584,213160,56072,123052,8539,18741,989267054.73,790157645.47,1779424700.2,764160931.02,1015263769.1800001,899329969.29,115933799.89,115933799.89,152817922.33,7641926.24,0.0654,0.2198
701059,117288,"POPE, PORTER AND FRANCO MEDICAL CENTER",678 COREY MEADOWS,JOHNPORT,MO,29960,SOUTH EUGENE COUNTY,37325,U,02/01/2022,01/28/2023,Voluntary Non-profit - Church,620,226300,86314,145072,11674,19621,1645409183.44,1535597368.31,3181006551.75,1092818571.55,2088187980.2,1886533901.5,201654078.7,201654078.7,107943070.57,15647641.37,0.2755,0.7019
701060,808822,MEYER GROUP MEDICAL CENTER,4204 RICARDO VILLAGE,THOMASMOUTH,TX,29654,NORTH GRANT COUNTY,36202,U,03/01/2022,02/28/2023,Government - State,622,227030,62718,154196,11749,28888,1877460224.61,1637158144.56,3514618369.17,1836113551.51,1678504817.66,1555502922.67,123001894.99,123001894.99,150720040.66,17396420.84,0.1492,0.4306
701061,774106,ROBBINS GROUP MEDICAL CENTER,393 VARGAS RAPIDS APT. 051,WEST JENNIFER,OH,34369,LAKE CHARLESMOUTH COUNTY,49288,U,05/01/2022,04/28/2023,Voluntary Non-profit - Other,486,177390,62095,134507,9161,19846,376111715.64,186978085.87,563089801.51,204796738.78,358293062.73,302836182.3,55456880.43,55456880.43,127618671.74,6650529.91,0.1809,0.7152
